ID,Parent,Type,Epic,Feature,Title,Description,Priority,Milestone,Dependencies,StoryPoints,EstimateHours,Owner,Risk,Status,DocumentRefs,AcceptanceCriteria
S-0090,F-0045,Story,STL Quote Automation — Phase 2,Human review and handoff,Create accepted quote production handoff,Accepted snapshots create idempotent orders/projects.,P2,M5,ST-0089,8,40,STL F2,Medium,Planned,See RTM/Owner Document,Accepted snapshots create idempotent orders/projects.
T-0179,S-0090,Task,STL Quote Automation — Phase 2,Human review and handoff,Implement secure orchestration/backend for: Create accepted quote production handoff,Create the server-side/domain foundation required by story S-0090.,P2,M5,S-0090,3,16,STL F2,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0180,S-0090,Task,STL Quote Automation — Phase 2,Human review and handoff,Implement operator/customer workflow for: Create accepted quote production handoff,Complete the integrated workflow and user/operator experience for story S-0090.,P2,M5,T-0179,3,16,STL F2,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0090,T-0180,Subtask,STL Quote Automation — Phase 2,Human review and handoff,"Add evals, telemetry and failure tests for: Create accepted quote production handoff",Provide verification and operational evidence for story S-0090.,P2,M5,T-0180,2,8,STL F2,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
E-0016,,Epic,PrintFlow & Future Integrations,,PrintFlow & Future Integrations,Deliver the PrintFlow & Future Integrations outcome and satisfy its quality gates.,P2,M6,E-0015,50,248,Future,Medium,Planned,README.md,All child features accepted; blocking risks closed; RTM and release evidence updated.
F-0046,E-0016,Feature,PrintFlow & Future Integrations,PrintFlow Coming Soon,PrintFlow Coming Soon,Provide the PrintFlow Coming Soon capability within PrintFlow & Future Integrations.,P2,M6,E-0016,13,64,Future,Medium,Planned,See Owner Document Registry,Both child stories meet acceptance criteria and integration risks are resolved.
S-0091,F-0046,Story,PrintFlow & Future Integrations,PrintFlow Coming Soon,Publish truthful Coming Soon page,"Status, concepts, roadmap and waitlist are clear.",P2,M6,F-0046,5,24,Future,Medium,Planned,See RTM/Owner Document,"Status, concepts, roadmap and waitlist are clear."
T-0181,S-0091,Task,PrintFlow & Future Integrations,PrintFlow Coming Soon,"Implement service, data and security controls for: Publish truthful Coming Soon page",Create the server-side/domain foundation required by story S-0091.,P2,M6,S-0091,2,8,Future,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0182,S-0091,Task,PrintFlow & Future Integrations,PrintFlow Coming Soon,Integrate end-to-end workflow for: Publish truthful Coming Soon page,Complete the integrated workflow and user/operator experience for story S-0091.,P2,M6,T-0181,2,8,Future,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0091,T-0182,Subtask,PrintFlow & Future Integrations,PrintFlow Coming Soon,"Add automated tests, observability and runbook for: Publish truthful Coming Soon page",Provide verification and operational evidence for story S-0091.,P2,M6,T-0182,1,8,Future,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
S-0092,F-0046,Story,PrintFlow & Future Integrations,PrintFlow Coming Soon,Gate release downloads,No download appears without a real approved release.,P2,M6,ST-0091,8,40,Future,Medium,Planned,See RTM/Owner Document,No download appears without a real approved release.
T-0183,S-0092,Task,PrintFlow & Future Integrations,PrintFlow Coming Soon,"Implement service, data and security controls for: Gate release downloads",Create the server-side/domain foundation required by story S-0092.,P2,M6,S-0092,3,16,Future,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0184,S-0092,Task,PrintFlow & Future Integrations,PrintFlow Coming Soon,Integrate end-to-end workflow for: Gate release downloads,Complete the integrated workflow and user/operator experience for story S-0092.,P2,M6,T-0183,3,16,Future,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0092,T-0184,Subtask,PrintFlow & Future Integrations,PrintFlow Coming Soon,"Add automated tests, observability and runbook for: Gate release downloads",Provide verification and operational evidence for story S-0092.,P2,M6,T-0184,2,8,Future,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
F-0047,E-0016,Feature,PrintFlow & Future Integrations,Integration discovery,Integration discovery,Provide the Integration discovery capability within PrintFlow & Future Integrations.,P2,M6,ST-0092,21,104,Future,Medium,Planned,See Owner Document Registry,Both child stories meet acceptance criteria and integration risks are resolved.
S-0093,F-0047,Story,PrintFlow & Future Integrations,Integration discovery,Define future PrintFlow contract adapter,Unknown APIs remain isolated from Phase 1 domains.,P2,M6,F-0047,8,40,Future,Medium,Planned,See RTM/Owner Document,Unknown APIs remain isolated from Phase 1 domains.
T-0185,S-0093,Task,PrintFlow & Future Integrations,Integration discovery,"Implement service, data and security controls for: Define future PrintFlow contract adapter",Create the server-side/domain foundation required by story S-0093.,P2,M6,S-0093,3,16,Future,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0186,S-0093,Task,PrintFlow & Future Integrations,Integration discovery,Integrate end-to-end workflow for: Define future PrintFlow contract adapter,Complete the integrated workflow and user/operator experience for story S-0093.,P2,M6,T-0185,3,16,Future,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0093,T-0186,Subtask,PrintFlow & Future Integrations,Integration discovery,"Add automated tests, observability and runbook for: Define future PrintFlow contract adapter",Provide verification and operational evidence for story S-0093.,P2,M6,T-0186,2,8,Future,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
S-0094,F-0047,Story,PrintFlow & Future Integrations,Integration discovery,Run security and data discovery,"Auth, permissions, data and failure modes are documented before build.",P2,M6,ST-0093,13,64,Future,High,Planned,See RTM/Owner Document,"Auth, permissions, data and failure modes are documented before build."
T-0187,S-0094,Task,PrintFlow & Future Integrations,Integration discovery,"Implement service, data and security controls for: Run security and data discovery",Create the server-side/domain foundation required by story S-0094.,P2,M6,S-0094,5,24,Future,High,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0188,S-0094,Task,PrintFlow & Future Integrations,Integration discovery,Integrate end-to-end workflow for: Run security and data discovery,Complete the integrated workflow and user/operator experience for story S-0094.,P2,M6,T-0187,5,24,Future,High,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0094,T-0188,Subtask,PrintFlow & Future Integrations,Integration discovery,"Add automated tests, observability and runbook for: Run security and data discovery",Provide verification and operational evidence for story S-0094.,P2,M6,T-0188,3,16,Future,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
F-0048,E-0016,Feature,PrintFlow & Future Integrations,Future platform readiness,Future platform readiness,Provide the Future platform readiness capability within PrintFlow & Future Integrations.,P2,M6,ST-0094,16,80,Future,Medium,Planned,See Owner Document Registry,Both child stories meet acceptance criteria and integration risks are resolved.
S-0095,F-0048,Story,PrintFlow & Future Integrations,Future platform readiness,Implement advanced payment providers and fulfillment automation,"Evaluate Stripe/cards/wallets, shipping/fiscal integrations after controlled Phase 1 checkout is stable.",P2,M6,F-0048,8,40,Future,Medium,Planned,ADR-0022; 05_Features/15_Checkout_and_Payments_Future.md,Provider decision uses real volume/cost/compliance data and does not alter Phase 1 policy without ADR.
T-0189,S-0095,Task,PrintFlow & Future Integrations,Future platform readiness,"Evaluate advanced payment, wallet and fulfillment providers","Compare tokenization, fees, compliance, webhooks, refunds and integration cost.",P2,M6,S-0095,3,16,Future,Medium,Planned,See story and RTM,Implement architecture and controls for: Implement approved direct-commerce payment and checkout details completed with evidence linked to the story.
T-0190,S-0095,Task,PrintFlow & Future Integrations,Future platform readiness,Integrate approved advanced provider behind payment adapter,Implement only after provider ADR/approval and contract tests.,P2,M6,T-0189,3,16,Future,Medium,Planned,See story and component/API specs,Integrate end-to-end workflow for: Implement approved direct-commerce payment and checkout details completed with evidence linked to the story.
ST-0095,T-0190,Subtask,PrintFlow & Future Integrations,Future platform readiness,"Verify accessibility, performance, observability and traceability for: Implement approved direct-commerce payment and checkout details","Verify accessibility, performance, observability and traceability for: Implement approved direct-commerce payment and checkout details",P2,M6,T-0190,2,8,Future,Medium,Planned,Testing Strategy; Observability; RTM,"Verify accessibility, performance, observability and traceability for: Implement approved direct-commerce payment and checkout details completed with evidence linked to the story."
S-0096,F-0048,Story,PrintFlow & Future Integrations,Future platform readiness,Evaluate external marketplace/API opportunities,"New channels require licensing, moderation and economic validation.",P2,M6,ST-0095,8,40,Future,Medium,Planned,See RTM/Owner Document,"New channels require licensing, moderation and economic validation."
T-0191,S-0096,Task,PrintFlow & Future Integrations,Future platform readiness,"Implement service, data and security controls for: Evaluate external marketplace/API opportunities",Create the server-side/domain foundation required by story S-0096.,P2,M6,S-0096,3,16,Future,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0192,S-0096,Task,PrintFlow & Future Integrations,Future platform readiness,Integrate end-to-end workflow for: Evaluate external marketplace/API opportunities,Complete the integrated workflow and user/operator experience for story S-0096.,P2,M6,T-0191,3,16,Future,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0096,T-0192,Subtask,PrintFlow & Future Integrations,Future platform readiness,"Add automated tests, observability and runbook for: Evaluate external marketplace/API opportunities",Provide verification and operational evidence for story S-0096.,P2,M6,T-0192,2,8,Future,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
S-0097,F-0003,Story,Documentation Governance & Frozen Baseline,Decision and change control,Complete React/Vite versus Next.js review gate,Produce and approve the formal rendering/SEO/platform comparison required by ADR-0018.,P0,M0,ST-0006,8,40,Architecture,High,Planned,ADR-0018; 02_Architecture/07_Frontend_Architecture.md; 09_SEO_Content/05_Technical_SEO.md,Evidence covers all mandated dimensions; final decision is recorded in an ADR before Frozen Baseline.
T-0193,S-0097,Task,Documentation Governance & Frozen Baseline,Decision and change control,Build comparable React/Vite and Next.js architecture prototypes,"Evaluate public rendering routes, catalog, 3D lazy loading and protected Command Center.",P0,M0,S-0097,3,16,Architecture,High,Planned,ADR-0018,Reproducible prototypes and measurement dataset are attached to the decision.
T-0194,S-0097,Task,Documentation Governance & Frozen Baseline,Decision and change control,Approve final frontend architecture ADR and update baseline,"Select/confirm stack and update affected documents, RTM and roadmap.",P0,M0,T-0193,3,16,CTO,High,Planned,000_GOVERNANCE/004_ADR_POLICY.md,Project Owner approval recorded; no contradictory stack claims remain.
ST-0097,T-0194,Subtask,Documentation Governance & Frozen Baseline,Decision and change control,Verify review gate traceability and baseline readiness,Run semantic guards and update audit/debt/open questions.,P0,M0,T-0194,2,8,Quality,Medium,Planned,13_Appendices/04_Documentation_Audit_v0.95.md,Stack blocker closes only after audit evidence is complete.
F-0049,E-0005,Feature,Catalog & Product Discovery,Phase 1 controlled commerce,Phase 1 controlled commerce,"Deliver cart, order creation and payment selection governed by commercial mode.",P0,M3,ST-0030,34,168,Commerce,High,Planned,ADR-0021; ADR-0022; 05_Features/15_Checkout_and_Payments_Future.md,"Both child stories meet security, business and recovery criteria; no personalized workflow bypasses admin approval."
S-0098,F-0049,Story,Catalog & Product Discovery,Phase 1 controlled commerce,Implement cart and order creation by commercial mode,"Support standard, configurable, on-order and quote-only item behavior with server revalidation.",P0,M3,F-0049,13,64,Commerce,High,Planned,05_Features/01_Catalog_and_Products.md; 05_Features/15_Checkout_and_Payments_Future.md,Cart/order snapshots and admin-confirmation states pass domain and RLS tests.
T-0195,S-0098,Task,Catalog & Product Discovery,Phase 1 controlled commerce,"Implement cart/order domain, data, RLS and Edge Function contracts","Create policies, snapshots, idempotent commands and error paths.",P0,M3,S-0098,5,24,Commerce,High,Planned,08_Data_API/01_Database_Design.md,Unauthorized cross-customer access denied; duplicate submit does not duplicate order.
T-0196,S-0098,Task,Catalog & Product Discovery,Phase 1 controlled commerce,"Implement cart, checkout and admin-confirmation UX","Build accessible cart/stepper, validation messages and pending confirmation state.",P0,M3,T-0195,5,24,Frontend,Medium,Planned,03_Design/04_Component_Library.md,All commercial modes lead to correct action and recovery on mobile/desktop.
ST-0098,T-0196,Subtask,Catalog & Product Discovery,Phase 1 controlled commerce,"Test cart/order accessibility, policy and analytics","Cover domain matrix, RLS, idempotency, reduced motion and funnel events.",P0,M3,T-0196,3,16,Quality,Medium,Planned,11_Engineering_Operations/02_Testing_Strategy.md,Automated matrix covers six commercial states and failure recovery.
S-0099,F-0049,Story,Catalog & Product Discovery,Phase 1 controlled commerce,Implement controlled Phase 1 payment methods,"Configure bonifico, PayPal, fiera cash/POS and local delivery according to product/order policy.",P0,M3,ST-0098,13,64,Commerce,High,Planned,ADR-0022; 05_Features/15_Checkout_and_Payments_Future.md,Payment method availability is server-derived; reconciliation and manual confirmation are auditable.
T-0197,S-0099,Task,Catalog & Product Discovery,Phase 1 controlled commerce,"Implement payment policy, intents and reconciliation",Separate order and payment states; support manual/PayPal adapters and audit.,P0,M3,S-0099,5,24,Backend,High,Planned,08_Data_API/01_Database_Design.md; 08_Data_API/04_API_Contract.md,No payment is accepted for unapproved personalized work; retries are idempotent.
T-0198,S-0099,Task,Catalog & Product Discovery,Phase 1 controlled commerce,"Implement payment selection, instructions and status UX","Show allowed methods, manual instructions, pending/paid/failure and recovery.",P0,M3,T-0197,5,24,Frontend,Medium,Planned,04_Experience/02_Global_User_Flows.md,"User understands method, next step and non-final states; accessibility passes."
ST-0099,T-0198,Subtask,Catalog & Product Discovery,Phase 1 controlled commerce,"Verify payment security, reconciliation and operator workflow","Test policy matrix, webhook/manual confirmation, failures and audit.",P0,M3,T-0198,3,16,Quality,High,Planned,10_Security_Performance/02_Application_API_Security.md,Security and business-rule tests pass; operator can reconcile without database access.
S-0100,F-0007,Story,Design System & Frontend Foundation,Tokens and component primitives,Approve Brand Asset Gate and production identity,"Complete N+3 directions, palette, typography, licensing and reproduction tests.",P0,M0,F-0007,8,40,Brand,High,Planned,03_Design/01_Brand_Book.md; ADR-0025,"Complete N+3 directions, palette, typography, licensing and reproduction tests. Acceptance evidence is linked and approved."
T-0199,S-0100,Task,Design System & Frontend Foundation,Tokens and component primitives,Define and prepare: Approve Brand Asset Gate and production identity,"Complete content, design, data and control prerequisites for S-0100.",P0,M0,S-0100,3,16,Brand,High,Planned,03_Design/01_Brand_Book.md; ADR-0025,"Owner documents, assets and review checklist are complete and traceable."
T-0200,S-0100,Task,Design System & Frontend Foundation,Tokens and component primitives,Implement and integrate: Approve Brand Asset Gate and production identity,Implement the end-to-end experience and documented fallbacks for S-0100.,P0,M0,T-0199,3,16,Brand,High,Planned,03_Design/01_Brand_Book.md; ADR-0025,"Happy path, fallback, accessibility, truth and analytics controls pass."
ST-0100,T-0200,Subtask,Design System & Frontend Foundation,Tokens and component primitives,Verify and evidence: Approve Brand Asset Gate and production identity,"Run tests, capture evidence and update RTM/audit for S-0100.",P0,M0,T-0200,2,8,Quality,High,Planned,11_Engineering_Operations/02_Testing_Strategy.md; 12_Planning/05_Traceability_Matrix.md,Automated/manual evidence is linked; no unresolved blocking defect remains.
S-0101,F-0010,Story,Public Web & Content,Homepage and global navigation,Implement intent-led Homepage and six customer paths,"Build semantic, responsive Home with proof, process and conversational CTA.",P0,M2,ST-0100,8,40,Frontend/UX,High,Planned,04_Experience/03_Homepage_Wireframes.md; ADR-0025,"Build semantic, responsive Home with proof, process and conversational CTA. Acceptance evidence is linked and approved."
T-0201,S-0101,Task,Public Web & Content,Homepage and global navigation,Define and prepare: Implement intent-led Homepage and six customer paths,"Complete content, design, data and control prerequisites for S-0101.",P0,M2,S-0101,3,16,Frontend/UX,High,Planned,04_Experience/03_Homepage_Wireframes.md; ADR-0025,"Owner documents, assets and review checklist are complete and traceable."
T-0202,S-0101,Task,Public Web & Content,Homepage and global navigation,Implement and integrate: Implement intent-led Homepage and six customer paths,Implement the end-to-end experience and documented fallbacks for S-0101.,P0,M2,T-0201,3,16,Frontend/UX,High,Planned,04_Experience/03_Homepage_Wireframes.md; ADR-0025,"Happy path, fallback, accessibility, truth and analytics controls pass."
ST-0101,T-0202,Subtask,Public Web & Content,Homepage and global navigation,Verify and evidence: Implement intent-led Homepage and six customer paths,"Run tests, capture evidence and update RTM/audit for S-0101.",P0,M2,T-0202,2,8,Quality,High,Planned,11_Engineering_Operations/02_Testing_Strategy.md; 12_Planning/05_Traceability_Matrix.md,Automated/manual evidence is linked; no unresolved blocking defect remains.
S-0102,F-0011,Story,Public Web & Content,Services and portfolio,Implement founder-led trust and About experience,"Publish authentic Andrea profile, quality method, private-lab wording and direct contact.",P0,M2,ST-0101,8,40,Content/UX,High,Planned,03_Design/01_Brand_Book.md; 01_Product/02_Personas_Journeys.md,"Publish authentic Andrea profile, quality method, private-lab wording and direct contact. Acceptance evidence is linked and approved."
T-0203,S-0102,Task,Public Web & Content,Services and portfolio,Define and prepare: Implement founder-led trust and About experience,"Complete content, design, data and control prerequisites for S-0102.",P0,M2,S-0102,3,16,Content/UX,High,Planned,03_Design/01_Brand_Book.md; 01_Product/02_Personas_Journeys.md,"Owner documents, assets and review checklist are complete and traceable."
T-0204,S-0102,Task,Public Web & Content,Services and portfolio,Implement and integrate: Implement founder-led trust and About experience,Implement the end-to-end experience and documented fallbacks for S-0102.,P0,M2,T-0203,3,16,Content/UX,High,Planned,03_Design/01_Brand_Book.md; 01_Product/02_Personas_Journeys.md,"Happy path, fallback, accessibility, truth and analytics controls pass."
ST-0102,T-0204,Subtask,Public Web & Content,Services and portfolio,Verify and evidence: Implement founder-led trust and About experience,"Run tests, capture evidence and update RTM/audit for S-0102.",P0,M2,T-0204,2,8,Quality,High,Planned,11_Engineering_Operations/02_Testing_Strategy.md; 12_Planning/05_Traceability_Matrix.md,Automated/manual evidence is linked; no unresolved blocking defect remains.
S-0103,F-0032,Story,"NoLimits Command Center, Media & Operations UX",Media Library,Produce authentic media and evidence pipeline,"Capture, classify and govern founder, laboratory, product, fair and result media.",P0,M2,ST-0102,8,40,Brand/Media,High,Planned,03_Design/05_Image_Guidelines.md; 06_Admin/04_Media_Library.md,"Capture, classify and govern founder, laboratory, product, fair and result media. Acceptance evidence is linked and approved."
T-0205,S-0103,Task,"NoLimits Command Center, Media & Operations UX",Media Library,Define and prepare: Produce authentic media and evidence pipeline,"Complete content, design, data and control prerequisites for S-0103.",P0,M2,S-0103,3,16,Brand/Media,High,Planned,03_Design/05_Image_Guidelines.md; 06_Admin/04_Media_Library.md,"Owner documents, assets and review checklist are complete and traceable."
T-0206,S-0103,Task,"NoLimits Command Center, Media & Operations UX",Media Library,Implement and integrate: Produce authentic media and evidence pipeline,Implement the end-to-end experience and documented fallbacks for S-0103.,P0,M2,T-0205,3,16,Brand/Media,High,Planned,03_Design/05_Image_Guidelines.md; 06_Admin/04_Media_Library.md,"Happy path, fallback, accessibility, truth and analytics controls pass."
ST-0103,T-0206,Subtask,"NoLimits Command Center, Media & Operations UX",Media Library,Verify and evidence: Produce authentic media and evidence pipeline,"Run tests, capture evidence and update RTM/audit for S-0103.",P0,M2,T-0206,2,8,Quality,High,Planned,11_Engineering_Operations/02_Testing_Strategy.md; 12_Planning/05_Traceability_Matrix.md,Automated/manual evidence is linked; no unresolved blocking defect remains.
S-0104,F-0011,Story,Public Web & Content,Services and portfolio,"Build Realizzazioni, Ispirati and HueForge art journeys","Keep evidence, commerce and inspiration distinct while linking shared source entities.",P0,M2,ST-0103,8,40,Content/UX,Medium,Planned,04_Experience/01_Information_Architecture.md; 05_Features/11_Portfolio_Case_Studies.md,"Keep evidence, commerce and inspiration distinct while linking shared source entities. Acceptance evidence is linked and approved."
T-0207,S-0104,Task,Public Web & Content,Services and portfolio,"Define and prepare: Build Realizzazioni, Ispirati and HueForge art journeys","Complete content, design, data and control prerequisites for S-0104.",P0,M2,S-0104,3,16,Content/UX,Medium,Planned,04_Experience/01_Information_Architecture.md; 05_Features/11_Portfolio_Case_Studies.md,"Owner documents, assets and review checklist are complete and traceable."
T-0208,S-0104,Task,Public Web & Content,Services and portfolio,"Implement and integrate: Build Realizzazioni, Ispirati and HueForge art journeys",Implement the end-to-end experience and documented fallbacks for S-0104.,P0,M2,T-0207,3,16,Content/UX,Medium,Planned,04_Experience/01_Information_Architecture.md; 05_Features/11_Portfolio_Case_Studies.md,"Happy path, fallback, accessibility, truth and analytics controls pass."
ST-0104,T-0208,Subtask,Public Web & Content,Services and portfolio,"Verify and evidence: Build Realizzazioni, Ispirati and HueForge art journeys","Run tests, capture evidence and update RTM/audit for S-0104.",P0,M2,T-0208,2,8,Quality,Medium,Planned,11_Engineering_Operations/02_Testing_Strategy.md; 12_Planning/05_Traceability_Matrix.md,Automated/manual evidence is linked; no unresolved blocking defect remains.
S-0105,F-0040,Story,Phase 1 Launch,Content and SEO readiness,Implement Home semantic and Local SEO architecture,"Deliver crawlable intents, landing links, schema, local truth and content clusters.",P0,M2,ST-0104,8,40,SEO/Content,High,Planned,09_SEO_Content/01_SEO_Strategy.md; 09_SEO_Content/04_Local_SEO.md,"Deliver crawlable intents, landing links, schema, local truth and content clusters. Acceptance evidence is linked and approved."
T-0209,S-0105,Task,Phase 1 Launch,Content and SEO readiness,Define and prepare: Implement Home semantic and Local SEO architecture,"Complete content, design, data and control prerequisites for S-0105.",P0,M2,S-0105,3,16,SEO/Content,High,Planned,09_SEO_Content/01_SEO_Strategy.md; 09_SEO_Content/04_Local_SEO.md,"Owner documents, assets and review checklist are complete and traceable."
T-0210,S-0105,Task,Phase 1 Launch,Content and SEO readiness,Implement and integrate: Implement Home semantic and Local SEO architecture,Implement the end-to-end experience and documented fallbacks for S-0105.,P0,M2,T-0209,3,16,SEO/Content,High,Planned,09_SEO_Content/01_SEO_Strategy.md; 09_SEO_Content/04_Local_SEO.md,"Happy path, fallback, accessibility, truth and analytics controls pass."
ST-0105,T-0210,Subtask,Phase 1 Launch,Content and SEO readiness,Verify and evidence: Implement Home semantic and Local SEO architecture,"Run tests, capture evidence and update RTM/audit for S-0105.",P0,M2,T-0210,2,8,Quality,High,Planned,11_Engineering_Operations/02_Testing_Strategy.md; 12_Planning/05_Traceability_Matrix.md,Automated/manual evidence is linked; no unresolved blocking defect remains.
S-0106,F-0009,Story,Design System & Frontend Foundation,Accessibility and performance,"Validate Home accessibility, progressive enhancement and performance",Prove keyboard/screen-reader/no-JS/no-WebGL/reduced-motion and mobile CWV.,P0,M2,ST-0105,8,40,Quality/Frontend,High,Planned,04_Experience/11_Accessibility_Specification.md; 10_Security_Performance/05_Performance_Plan.md,Prove keyboard/screen-reader/no-JS/no-WebGL/reduced-motion and mobile CWV. Acceptance evidence is linked and approved.
T-0211,S-0106,Task,Design System & Frontend Foundation,Accessibility and performance,"Define and prepare: Validate Home accessibility, progressive enhancement and performance","Complete content, design, data and control prerequisites for S-0106.",P0,M2,S-0106,3,16,Quality/Frontend,High,Planned,04_Experience/11_Accessibility_Specification.md; 10_Security_Performance/05_Performance_Plan.md,"Owner documents, assets and review checklist are complete and traceable."
T-0212,S-0106,Task,Design System & Frontend Foundation,Accessibility and performance,"Implement and integrate: Validate Home accessibility, progressive enhancement and performance",Implement the end-to-end experience and documented fallbacks for S-0106.,P0,M2,T-0211,3,16,Quality/Frontend,High,Planned,04_Experience/11_Accessibility_Specification.md; 10_Security_Performance/05_Performance_Plan.md,"Happy path, fallback, accessibility, truth and analytics controls pass."
ST-0106,T-0212,Subtask,Design System & Frontend Foundation,Accessibility and performance,"Verify and evidence: Validate Home accessibility, progressive enhancement and performance","Run tests, capture evidence and update RTM/audit for S-0106.",P0,M2,T-0212,2,8,Quality,High,Planned,11_Engineering_Operations/02_Testing_Strategy.md; 12_Planning/05_Traceability_Matrix.md,Automated/manual evidence is linked; no unresolved blocking defect remains.
S-0107,F-0030,Story,Newsletter & CRM,Segmentation and measurement,Implement distinct CX funnel measurement,"Measure intents, evidence, process, contact and commercial funnels with consent controls.",P1,M3,ST-0106,8,40,Analytics/Product,Medium,Planned,09_SEO_Content/09_Analytics_Measurement_Plan.md,"Measure intents, evidence, process, contact and commercial funnels with consent controls. Acceptance evidence is linked and approved."
T-0213,S-0107,Task,Newsletter & CRM,Segmentation and measurement,Define and prepare: Implement distinct CX funnel measurement,"Complete content, design, data and control prerequisites for S-0107.",P1,M3,S-0107,3,16,Analytics/Product,Medium,Planned,09_SEO_Content/09_Analytics_Measurement_Plan.md,"Owner documents, assets and review checklist are complete and traceable."
T-0214,S-0107,Task,Newsletter & CRM,Segmentation and measurement,Implement and integrate: Implement distinct CX funnel measurement,Implement the end-to-end experience and documented fallbacks for S-0107.,P1,M3,T-0213,3,16,Analytics/Product,Medium,Planned,09_SEO_Content/09_Analytics_Measurement_Plan.md,"Happy path, fallback, accessibility, truth and analytics controls pass."
ST-0107,T-0214,Subtask,Newsletter & CRM,Segmentation and measurement,Verify and evidence: Implement distinct CX funnel measurement,"Run tests, capture evidence and update RTM/audit for S-0107.",P1,M3,T-0214,2,8,Quality,Medium,Planned,11_Engineering_Operations/02_Testing_Strategy.md; 12_Planning/05_Traceability_Matrix.md,Automated/manual evidence is linked; no unresolved blocking defect remains.
S-0108,F-0040,Story,Phase 1 Launch,Content and SEO readiness,Complete founder-led copy and authentic content inventory,"Produce reviewed copy, photographs, evidence and legal-safe quality wording.",P0,M2,ST-0107,8,40,Content/Brand,High,Planned,09_SEO_Content/02_Content_Strategy.md; 13_Appendices/03_Content_Inventory_Template.md,"Produce reviewed copy, photographs, evidence and legal-safe quality wording. Acceptance evidence is linked and approved."
T-0215,S-0108,Task,Phase 1 Launch,Content and SEO readiness,Define and prepare: Complete founder-led copy and authentic content inventory,"Complete content, design, data and control prerequisites for S-0108.",P0,M2,S-0108,3,16,Content/Brand,High,Planned,09_SEO_Content/02_Content_Strategy.md; 13_Appendices/03_Content_Inventory_Template.md,"Owner documents, assets and review checklist are complete and traceable."
T-0216,S-0108,Task,Phase 1 Launch,Content and SEO readiness,Implement and integrate: Complete founder-led copy and authentic content inventory,Implement the end-to-end experience and documented fallbacks for S-0108.,P0,M2,T-0215,3,16,Content/Brand,High,Planned,09_SEO_Content/02_Content_Strategy.md; 13_Appendices/03_Content_Inventory_Template.md,"Happy path, fallback, accessibility, truth and analytics controls pass."
ST-0108,T-0216,Subtask,Phase 1 Launch,Content and SEO readiness,Verify and evidence: Complete founder-led copy and authentic content inventory,"Run tests, capture evidence and update RTM/audit for S-0108.",P0,M2,T-0216,2,8,Quality,High,Planned,11_Engineering_Operations/02_Testing_Strategy.md; 12_Planning/05_Traceability_Matrix.md,Automated/manual evidence is linked; no unresolved blocking defect remains.
S-0109,F-0041,Story,Phase 1 Launch,Quality and UAT,"Run Brand, CX and Home usability acceptance","Validate six intents, navigation, trust, comprehension and conversion on target users/devices.",P0,M2,ST-0108,8,40,Quality/UX,High,Planned,04_Experience/03_Homepage_Wireframes.md; 13_Appendices/01_Quality_Checklists.md,"Validate six intents, navigation, trust, comprehension and conversion on target users/devices. Acceptance evidence is linked and approved."
T-0217,S-0109,Task,Phase 1 Launch,Quality and UAT,"Define and prepare: Run Brand, CX and Home usability acceptance","Complete content, design, data and control prerequisites for S-0109.",P0,M2,S-0109,3,16,Quality/UX,High,Planned,04_Experience/03_Homepage_Wireframes.md; 13_Appendices/01_Quality_Checklists.md,"Owner documents, assets and review checklist are complete and traceable."
T-0218,S-0109,Task,Phase 1 Launch,Quality and UAT,"Implement and integrate: Run Brand, CX and Home usability acceptance",Implement the end-to-end experience and documented fallbacks for S-0109.,P0,M2,T-0217,3,16,Quality/UX,High,Planned,04_Experience/03_Homepage_Wireframes.md; 13_Appendices/01_Quality_Checklists.md,"Happy path, fallback, accessibility, truth and analytics controls pass."
