ID,Text,Priority,OwnerDoc,API,Data,Security,Test,Roadmap,Status
AUTH-NF-005,Modifiche costituzionali devono richiedere approvazione congiunta Product Owner e Lead Architect.,Must,00_Foundation/03_Documentation_Governance.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AUTH-NF-005,S-0112,Specified
AUTH-NF-006,Release Candidate e Frozen Baseline non possono essere approvate o dichiarate da un agente.,Must,00_Foundation/03_Documentation_Governance.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AUTH-NF-006,S-0112,Specified
GATE-NF-001,"Ogni change deve dimostrare scope, owner e tracciabilità prima dell’implementazione.",Must,000_GOVERNANCE/007_QUALITY_GATES.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-GATE-NF-001,S-0113,Specified
GATE-NF-002,"Nessun change può violare Project DNA, invarianti o Negative Requirements.",Must,000_GOVERNANCE/007_QUALITY_GATES.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-GATE-NF-002,S-0113,Specified
GATE-NF-003,Ogni build/release deve verificare che Jarvis resti privato e PrintFlow resti conforme alla fase.,Must,000_GOVERNANCE/007_QUALITY_GATES.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-GATE-NF-003,S-0113,Specified
GATE-NF-004,I flussi STL e le azioni AI conseguenziali devono dimostrare human review.,Must,000_GOVERNANCE/007_QUALITY_GATES.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-GATE-NF-004,S-0113,Specified
GATE-NF-005,I Negative Requirements devono avere test o controlli automatici ripetibili.,Must,000_GOVERNANCE/007_QUALITY_GATES.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-GATE-NF-005,S-0113,Specified
GATE-NF-006,La Release Candidate richiede audit pulito e review umana documentata.,Must,000_GOVERNANCE/007_QUALITY_GATES.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-GATE-NF-006,S-0113,Specified
DEV-NF-001,Lo sviluppo deve iniziare solo da requisiti e task nello stato autorizzato.,Must,11_Engineering_Operations/01_Developer_Handbook.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-DEV-NF-001,S-0114,Specified
DEV-NF-002,"Ogni pull request deve riferire requisito, roadmap, Owner Document e ADR applicabili.",Must,11_Engineering_Operations/01_Developer_Handbook.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-DEV-NF-002,S-0114,Specified
DEV-NF-003,"Il codice non deve introdurre comportamenti, default o feature non documentati.",Must,11_Engineering_Operations/01_Developer_Handbook.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-DEV-NF-003,S-0114,Specified
DEV-NF-004,"I test devono coprire acceptance criteria, Negative Requirements, sicurezza e regressione pertinenti.",Must,11_Engineering_Operations/01_Developer_Handbook.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-DEV-NF-004,S-0114,Specified
DEV-NF-005,Ambiguità e conflitti devono bloccare il lavoro ed essere escalati all’autorità corretta.,Must,11_Engineering_Operations/01_Developer_Handbook.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-DEV-NF-005,S-0114,Specified
DEV-NF-006,Merge e release devono essere impediti quando un Architecture Compliance Gate fallisce.,Must,11_Engineering_Operations/01_Developer_Handbook.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-DEV-NF-006,S-0114,Specified
